"","FIPS","GISJOIN2","OUT10","REP10","Pop10","Wage2010","Wage2011","Wage2012","Wage2013","Wage2014","Wage2015","CBSA10","CBSAName","PEA10","BEA2004","TPMetro","TPMicro","TPcombined"
"40077",40077,"G4000770",470,323,11154,38090,41347,43453,38388,40277,42430,NA,NA,171,59,NA,NA,NA
"40079",40079,"G4000790",49,141,50384,27237,29583,31425,33380,35292,34793,22900,"Fort Smith, AR-OK",171,59,148,NA,148
"40081",40081,"G4000810",471,194,34273,30325,30868,31828,32544,33893,33608,36420,"Oklahoma City, OK",39,119,2151,NA,2151
"40083",40083,"G4000830",462,186,41848,29280,29985,30396,31220,32583,32872,36420,"Oklahoma City, OK",39,119,2151,NA,2151
"40085",40085,"G4000850",463,187,9423,29024,29479,29874,30192,32233,33200,NA,NA,211,119,NA,2106,2106
"40087",40087,"G4000870",462,186,34506,31335,31931,32103,33759,34931,34942,36420,"Oklahoma City, OK",39,119,2151,NA,2151
"40089",40089,"G4000890",464,188,33151,28997,29632,30786,31307,32100,33008,NA,NA,181,165,NA,NA,NA
"4009",4009,"G0400090",35,19,37220,34372,35211,35505,37614,38777,39268,40940,"Safford, AZ",126,128,NA,72,72
"40091",40091,"G4000910",458,319,20252,25602,26267,26911,26713,28106,28794,NA,NA,281,170,NA,NA,NA
"40093",40093,"G4000930",459,183,7527,30101,34176,37182,38834,42865,40978,NA,NA,302,119,NA,NA,NA
"40095",40095,"G4000950",460,320,15840,29493,30181,32019,31976,32920,33000,NA,NA,211,119,NA,NA,NA
"40097",40097,"G4000970",466,190,41259,33908,34378,35928,37153,39526,40798,NA,NA,63,170,NA,NA,NA
"40099",40099,"G4000990",468,192,13488,30095,32297,32855,32839,33548,34643,NA,NA,211,119,NA,NA,NA
"40101",40101,"G4001010",458,319,70990,34827,35504,36578,36904,37837,39252,34780,"Muskogee, OK",281,170,NA,2147,2147
"40103",40103,"G4001030",472,195,11561,34649,36391,38871,39697,40785,41367,NA,NA,295,170,NA,NA,NA
"40105",40105,"G4001050",214,151,10536,26815,28012,27794,28649,28943,29970,NA,NA,278,170,NA,NA,NA
"40107",40107,"G4001070",471,194,12191,27880,27376,28610,28709,30094,30252,NA,NA,211,170,NA,NA,NA
"40109",40109,"G4001090",462,186,718633,42955,45083,46481,47813,49290,50107,36420,"Oklahoma City, OK",39,119,2151,NA,2151
"4011",4011,"G0400110",35,19,8437,56522,60828,60921,62577,67684,67320,NA,NA,126,128,NA,72,72
"40111",40111,"G4001110",471,322,40069,30292,30752,31588,34391,33597,34503,46140,"Tulsa, OK",281,170,2168,NA,2168
"40113",40113,"G4001130",466,322,47472,31258,31795,33296,35306,35178,35882,46140,"Tulsa, OK",63,170,2168,NA,2168
"40115",40115,"G4001150",466,190,31848,28412,29495,30235,30444,30542,31235,33060,"Miami, OK",216,83,NA,2154,2154
"40117",40117,"G4001170",466,322,16577,31229,33436,35086,37024,38391,37456,46140,"Tulsa, OK",295,170,2168,NA,2168
"40119",40119,"G4001190",472,195,77350,35245,35651,36668,37495,39988,39662,44660,"Stillwater, OK",295,170,NA,2156,2156
"4012",4012,"G0400120",36,20,20489,29748,30189,31507,31900,32703,33082,NA,NA,157,97,NA,NA,NA
"40121",40121,"G4001210",470,323,45837,36848,38200,39317,38552,40078,41236,32540,"McAlester, OK",281,170,NA,2157,2157
"40123",40123,"G4001230",460,321,37492,32033,33820,34111,34944,36630,37622,10220,"Ada, OK",211,119,NA,2158,2158
"40125",40125,"G4001250",471,194,69442,29851,30612,31926,32364,33043,34101,43060,"Shawnee, OK",39,119,NA,2159,2159
"40127",40127,"G4001270",464,188,11572,26986,27211,27284,26906,28896,30004,NA,NA,181,42,NA,NA,NA
"40129",40129,"G4001290",461,185,3647,36747,38763,40173,40172,39781,39920,NA,NA,305,119,NA,NA,NA
"4013",4013,"G0400130",34,18,3817117,45523,46951,48112,48304,49374,50437,38060,"Phoenix-Mesa-Scottsdale, AZ",15,128,75,NA,75
"40131",40131,"G4001310",466,322,86905,37764,38994,40220,41523,43862,43839,46140,"Tulsa, OK",63,170,2168,NA,2168
"40133",40133,"G4001330",471,194,25482,31178,32299,33595,33848,34664,34502,NA,NA,211,119,NA,NA,NA
"40135",40135,"G4001350",49,141,42391,24803,25184,25228,25229,26172,26540,22900,"Fort Smith, AR-OK",171,59,148,NA,148
"40137",40137,"G4001370",465,189,45048,36147,39061,40203,40708,43195,42471,20340,"Duncan, OK",211,119,NA,2165,2165
"40139",40139,"G4001390",228,163,20640,33208,34846,36409,36680,37559,38535,25100,"Guymon, OK",280,119,NA,2166,2166
"40141",40141,"G4001410",465,189,7992,29556,29907,31737,31456,32933,33910,NA,NA,365,119,NA,NA,NA
"40143",40143,"G4001430",466,322,603403,42190,45091,46598,46956,48181,48794,46140,"Tulsa, OK",63,170,2168,NA,2168
"40145",40145,"G4001450",466,322,73085,29726,30695,32260,36024,36423,38953,46140,"Tulsa, OK",63,170,2168,NA,2168
"40147",40147,"G4001470",214,151,50976,42423,44856,47477,49147,50510,50570,12780,"Bartlesville, OK",278,170,NA,2170,2170
"40149",40149,"G4001490",461,185,11629,31260,34149,36421,36064,36291,34507,NA,NA,305,119,NA,NA,NA
"4015",4015,"G0400150",36,20,200186,32422,33088,34217,34699,35150,35661,29420,"Lake Havasu City-Kingman, AZ",26,92,76,NA,76
"40151",40151,"G4001510",459,183,8878,26419,33372,37199,38960,40966,43510,NA,NA,302,119,NA,NA,NA
"40153",40153,"G4001530",467,191,20081,35969,41112,44712,46527,48072,44409,49260,"Woodward, OK",305,119,NA,2173,2173
"4017",4017,"G0400170",31,15,107449,33762,35042,35340,35757,36092,37569,43320,"Show Low, AZ",328,128,NA,77,77
"4019",4019,"G0400190",32,16,980263,40461,41357,41919,42309,43114,43620,46060,"Tucson, AZ",53,169,78,NA,78
"4021",4021,"G0400210",34,18,375770,38260,38657,38531,38433,38752,39747,38060,"Phoenix-Mesa-Scottsdale, AZ",126,128,75,NA,75
"4023",4023,"G0400230",32,16,47420,38882,40256,41746,42668,42874,43303,35700,"Nogales, AZ",53,169,NA,80,80
"4025",4025,"G0400250",34,18,211033,33252,33819,34622,35270,35961,36533,39140,"Prescott, AZ",180,128,81,NA,81
"4027",4027,"G0400270",37,21,195751,32696,33197,33445,33847,34532,35516,49740,"Yuma, AZ",157,97,82,NA,82
"41001",41001,"G4100010",473,100,16134,29593,30294,31233,32068,32963,34149,NA,NA,297,124,NA,NA,NA
"41003",41003,"G4100030",474,101,85579,43058,43690,44912,45498,46291,46928,18700,"Corvallis, OR",19,131,2175,NA,2175
"41005",41005,"G4100050",475,102,375992,42171,43362,44369,45278,46423,48856,38900,"Portland-Vancouver-Hillsboro, OR-WA",19,131,2199,NA,2199
"41007",41007,"G4100070",476,103,37039,31397,32435,32859,33694,34220,35114,11820,"Astoria, OR",19,131,NA,2177,2177
"41009",41009,"G4100090",475,102,49351,32346,32761,33578,34594,35695,36899,38900,"Portland-Vancouver-Hillsboro, OR-WA",19,131,2199,NA,2199
"41011",41011,"G4100110",477,104,63043,31269,31822,32516,33334,34811,35948,18300,"Coos Bay, OR",70,53,NA,2179,2179
"41013",41013,"G4100130",478,105,20978,35525,37002,40321,40169,41635,42732,39260,"Prineville, OR",213,17,NA,2180,2180
"41015",41015,"G4100150",61,25,22364,29924,30798,31587,31861,32740,34200,15060,"Brookings, OR",70,146,NA,2181,2181
"41017",41017,"G4100170",478,105,157733,35242,36138,36798,37755,39112,40707,13460,"Bend-Redmond, OR",213,17,2182,NA,2182
"41019",41019,"G4100190",477,104,107667,33318,34068,34846,35417,36772,37951,40700,"Roseburg, OR",70,53,NA,2183,2183
"41021",41021,"G4100210",479,106,1871,39778,41864,37502,36152,36412,38816,NA,NA,297,124,NA,NA,NA
"41023",41023,"G4100230",480,106,7445,31231,31927,33634,33523,35470,36984,NA,NA,297,124,NA,NA,NA
"41025",41025,"G4100250",481,107,7422,30770,31181,32150,32813,33684,34394,NA,NA,391,17,NA,NA,NA
"41027",41027,"G4100270",482,108,22346,28419,29331,30699,31225,32471,34938,26220,"Hood River, OR",213,131,NA,2187,2187
"41029",41029,"G4100290",483,109,203206,34413,35147,35994,36885,38013,39283,32780,"Medford, OR",70,53,2188,NA,2188
"41031",41031,"G4100310",478,105,21720,33136,33214,33874,34191,34991,35800,NA,NA,213,17,NA,NA,NA
"41033",41033,"G4100330",483,109,82713,30983,31235,31689,31827,32851,34211,24420,"Grants Pass, OR",70,53,NA,2190,2190
"41035",41035,"G4100350",68,32,66380,33168,33422,34049,34559,35531,36530,28900,"Klamath Falls, OR",166,135,NA,2191,2191
"41037",41037,"G4100370",484,110,7895,32192,33929,34466,34651,35573,37009,NA,NA,213,17,NA,NA,NA
"41039",41039,"G4100390",474,101,351715,35895,36781,37634,38361,39413,40828,21660,"Eugene, OR",70,53,2193,NA,2193
"41041",41041,"G4100410",485,111,46034,30018,30965,31820,32422,33303,34603,35440,"Newport, OR",19,131,NA,NA,NA
"41043",41043,"G4100430",474,101,116672,35132,36223,37013,37391,38331,39414,10540,"Albany, OR",19,131,NA,2195,2195
"41045",41045,"G4100450",136,52,31313,29204,30228,31144,32079,32968,33646,36620,"Ontario, OR-ID",391,21,NA,2196,2196
"41047",41047,"G4100470",474,101,315335,36678,37379,38078,38862,40193,41563,41420,"Salem, OR",19,131,2197,NA,2197
"41049",41049,"G4100490",486,112,11173,38026,39401,40698,41652,44171,49826,25840,"Hermiston-Pendleton, OR",297,124,NA,2203,2203
"41051",41051,"G4100510",475,102,735334,47210,48688,49685,50542,51742,53451,38900,"Portland-Vancouver-Hillsboro, OR-WA",19,131,2199,NA,2199
"41053",41053,"G4100530",474,101,75403,30396,31285,31361,32102,33053,33896,41420,"Salem, OR",19,131,2197,NA,2197
"41055",41055,"G4100550",482,108,1765,36012,37574,39681,38720,41484,43761,NA,NA,213,131,NA,NA,NA
"41057",41057,"G4100570",485,111,25250,31081,31803,32297,32692,33978,35342,NA,NA,19,131,NA,NA,NA
"41059",41059,"G4100590",486,112,75889,34080,34551,35386,35603,36810,36857,25840,"Hermiston-Pendleton, OR",297,124,NA,2203,2203
"41061",41061,"G4100610",473,100,25748,30623,31740,33035,33846,34945,36268,29260,"La Grande, OR",297,124,NA,2204,2204
"41063",41063,"G4100630",487,100,7008,28173,28706,29744,29984,30984,32237,NA,NA,297,124,NA,NA,NA
"41065",41065,"G4100650",482,108,25213,31312,32567,33000,32958,34530,36499,45520,"The Dalles, OR",213,131,NA,2206,2206
"41067",41067,"G4100670",475,102,529710,54002,56608,58959,59478,62697,65620,38900,"Portland-Vancouver-Hillsboro, OR-WA",19,131,2199,NA,2199
"41069",41069,"G4100690",479,106,1441,24057,25475,24738,25871,26973,28531,NA,NA,297,124,NA,NA,NA
"41071",41071,"G4100710",475,102,99193,34489,35196,35647,36459,37854,39029,38900,"Portland-Vancouver-Hillsboro, OR-WA",19,131,2199,NA,2199
"42001",42001,"G4200010",488,525,101407,34482,35504,36495,36542,37723,38749,23900,"Gettysburg, PA",48,70,NA,2210,2210
"42003",42003,"G4200030",456,523,1223348,49590,51118,52999,54003,55236,57681,38300,"Pittsburgh, PA",23,129,2211,NA,2211
"42005",42005,"G4200050",456,523,68941,36560,37838,38051,38165,39354,39532,38300,"Pittsburgh, PA",23,129,2211,NA,2211
"42007",42007,"G4200070",456,523,170539,37314,38575,38769,39575,40993,42126,38300,"Pittsburgh, PA",23,129,2211,NA,2211
"42009",42009,"G4200090",489,526,49762,31479,32863,32866,33335,33699,34952,NA,NA,121,161,NA,NA,NA
"42011",42011,"G4200110",490,527,411442,41611,42609,43665,43967,45568,46977,39740,"Reading, PA",6,127,2215,NA,2215
"42013",42013,"G4200130",489,526,127089,34318,35207,35802,36349,37464,38776,11020,"Altoona, PA",121,161,2216,NA,2216
"42015",42015,"G4200150",491,528,62622,36917,39571,41885,42218,43750,43947,42380,"Sayre, PA",271,139,NA,2217,2217
"42017",42017,"G4200170",92,431,625249,45088,45807,46773,47165,48360,49385,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6,127,2260,NA,2260
"42019",42019,"G4200190",456,523,183862,40983,43230,44378,46382,46788,48664,38300,"Pittsburgh, PA",23,129,2211,NA,2211
"42021",42021,"G4200210",489,526,143679,33993,34797,35159,35302,36083,36777,27780,"Johnstown, PA",121,161,2220,NA,2220
"42023",42023,"G4200230",492,529,5085,32134,33679,33617,36255,37106,37838,NA,NA,194,161,NA,NA,NA
"42025",42025,"G4200250",490,527,65249,29434,29986,31545,32086,32911,34731,10900,"Allentown-Bethlehem-Easton, PA-NJ",1,118,2248,NA,2248
"42027",42027,"G4200270",493,530,153990,39786,41333,42469,43336,45344,47135,44300,"State College, PA",194,161,2223,NA,2223
"42029",42029,"G4200290",92,431,498886,59682,61659,62726,63549,66798,68175,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6,127,2260,NA,2260
"42031",42031,"G4200310",494,504,39988,32599,32591,32629,33416,33910,34817,NA,NA,113,52,NA,NA,NA
"42033",42033,"G4200330",494,504,81642,32894,33638,34237,34994,36147,37044,20180,"DuBois, PA",194,161,NA,2226,2226
"42035",42035,"G4200350",491,528,39238,34033,35415,35936,37830,38954,40165,30820,"Lock Haven, PA",136,70,NA,2227,2227
"42037",42037,"G4200370",491,528,67295,33941,34558,34560,35236,36859,38382,14100,"Bloomsburg-Berwick, PA",136,70,NA,2228,2228
"42039",42039,"G4200390",408,504,88765,33078,34144,34511,34973,35967,37272,32740,"Meadville, PA",113,52,NA,2229,2229
"42041",42041,"G4200410",488,525,235406,42725,43576,44450,45690,47083,47404,25420,"Harrisburg-Carlisle, PA",48,70,2231,NA,2231
"42043",42043,"G4200430",488,525,268100,45537,46800,48200,49043,50544,52342,25420,"Harrisburg-Carlisle, PA",48,70,2231,NA,2231
"42045",42045,"G4200450",92,431,558979,49647,50949,52859,53017,54419,56232,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6,127,2260,NA,2260
"42047",42047,"G4200470",492,529,31946,34537,35680,36343,37560,40709,40011,NA,NA,194,161,NA,2233,2233
"42049",42049,"G4200490",408,504,280566,36366,38154,38688,39035,39708,40887,21500,"Erie, PA",113,52,2234,NA,2234
"42051",42051,"G4200510",456,523,136606,32421,33360,33714,34082,35131,36088,38300,"Pittsburgh, PA",114,129,2211,NA,2211
"42053",42053,"G4200530",494,504,7716,35807,37559,39364,41412,42353,45335,NA,NA,113,52,NA,NA,NA
"42055",42055,"G4200550",276,474,149618,36453,37282,38082,38331,39407,40147,16540,"Chambersburg-Waynesboro, PA",88,174,NA,2237,2237
"42057",42057,"G4200570",276,474,14845,37210,38444,39568,40946,42545,42627,NA,NA,88,174,NA,NA,NA
"42059",42059,"G4200590",456,523,38686,48722,51978,54206,56223,57299,55760,NA,NA,114,129,NA,NA,NA
"42061",42061,"G4200610",493,530,45913,32015,32708,33327,34360,35140,36645,26500,"Huntingdon, PA",121,161,NA,2240,2240
"42063",42063,"G4200630",489,526,88880,38346,40114,41033,42360,43405,43622,26860,"Indiana, PA",23,129,NA,2241,2241
"42065",42065,"G4200650",494,504,45200,32985,34155,34870,35411,36608,37290,NA,NA,194,161,NA,NA,NA
"42067",42067,"G4200670",493,530,24636,30337,30633,31542,31974,32809,35037,NA,NA,48,70,2231,NA,2231
"42069",42069,"G4200690",495,531,214437,35680,36155,36764,37228,38478,39515,42540,"Scranton--Wilkes-Barre--Hazleton, PA",1,151,2249,NA,2249
"42071",42071,"G4200710",488,525,519445,38790,39503,40244,40840,41912,43416,29540,"Lancaster, PA",6,70,2245,NA,2245
"42073",42073,"G4200730",450,517,91108,35522,36608,37782,37573,38071,38822,35260,"New Castle, PA",23,129,NA,2246,2246
"42075",42075,"G4200750",488,525,133568,35302,36418,36751,36967,38118,39272,30140,"Lebanon, PA",48,70,2247,NA,2247
"42077",42077,"G4200770",490,527,349497,45540,46581,47620,48387,50436,51568,10900,"Allentown-Bethlehem-Easton, PA-NJ",1,118,2248,NA,2248
"42079",42079,"G4200790",495,531,320918,36147,36843,37855,38335,39483,40885,42540,"Scranton--Wilkes-Barre--Hazleton, PA",1,151,2249,NA,2249
"42081",42081,"G4200810",491,528,116111,35552,37888,38861,39540,41222,42238,48700,"Williamsport, PA",136,70,2250,NA,2250
"42083",42083,"G4200830",492,529,43450,35307,37763,39607,39399,40252,40632,14620,"Bradford, PA",188,23,NA,2251,2251
"42085",42085,"G4200850",450,517,116638,34437,35586,36560,37141,38237,39128,49660,"Youngstown-Warren-Boardman, OH-PA",14,35,2058,NA,2058
"42087",42087,"G4200870",493,530,46682,32485,33467,34473,34722,35633,37261,30380,"Lewistown, PA",121,161,NA,2253,2253
"42089",42089,"G4200890",495,531,169842,38504,39258,39732,39112,39584,40796,20700,"East Stroudsburg, PA",1,118,NA,2254,2254
"42091",42091,"G4200910",92,431,799874,58536,59276,62001,61854,63750,65500,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6,127,2260,NA,2260
"42093",42093,"G4200930",491,528,18267,52854,55675,56951,58555,60661,63758,14100,"Bloomsburg-Berwick, PA",136,70,NA,2228,2228
"42095",42095,"G4200950",490,527,297735,40836,41757,42477,43035,44128,45480,10900,"Allentown-Bethlehem-Easton, PA-NJ",1,118,2248,NA,2248
"42097",42097,"G4200970",491,528,94528,33949,33941,34516,34960,35938,37278,44980,"Sunbury, PA",136,70,NA,2258,2258
"42099",42099,"G4200990",488,525,45969,28281,28545,29293,29913,30519,31619,25420,"Harrisburg-Carlisle, PA",48,70,2231,NA,2231
"42101",42101,"G4201010",92,431,1526006,55252,56594,58252,59048,60158,62561,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6,127,2260,NA,2260
"42103",42103,"G4201030",495,531,57369,29898,30620,30507,30671,31579,32359,35620,"New York-Newark-Jersey City, NY-NJ-PA",324,118,1817,NA,1817
"42105",42105,"G4201050",492,529,17457,35176,36244,37118,37723,38197,38412,NA,NA,188,23,NA,NA,NA
"42107",42107,"G4201070",490,527,148289,34681,35278,35614,36261,37479,38917,39060,"Pottsville, PA",296,127,NA,2263,2263
"42109",42109,"G4201090",491,528,39702,30582,31290,31415,31859,32370,32918,42780,"Selinsgrove, PA",136,70,NA,2264,2264
"42111",42111,"G4201110",489,526,77742,32957,34429,34858,35080,36229,36757,43740,"Somerset, PA",121,161,NA,2265,2265
"42113",42113,"G4201130",491,528,6428,0,30779,30194,30917,33465,34719,NA,NA,136,139,NA,NA,NA
"42115",42115,"G4201150",406,502,43356,30160,33543,35698,37370,37175,37894,NA,NA,210,151,NA,NA,NA
"42117",42117,"G4201170",409,505,41981,32576,36330,35553,36874,38532,39346,NA,NA,271,139,NA,NA,NA
"42119",42119,"G4201190",491,528,44947,37070,37895,38296,39307,40095,41593,30260,"Lewisburg, PA",136,70,NA,2269,2269
"42121",42121,"G4201210",494,504,54984,34276,35462,35413,35504,36330,37026,36340,"Oil City, PA",113,52,NA,2270,2270
"42123",42123,"G4201230",408,504,41815,32987,34885,35306,36289,37866,38240,47620,"Warren, PA",113,52,NA,2271,2271
"42125",42125,"G4201250",456,523,207820,42459,44892,48967,48998,52711,54383,38300,"Pittsburgh, PA",23,129,2211,NA,2211
"42127",42127,"G4201270",495,531,52822,32375,33373,33266,34622,35595,37028,NA,NA,324,151,NA,NA,NA
"42129",42129,"G4201290",456,523,365169,37352,39128,39216,39502,40724,41840,38300,"Pittsburgh, PA",23,129,2211,NA,2211
"42131",42131,"G4201310",495,531,28276,39329,41380,42258,43270,44806,46221,42540,"Scranton--Wilkes-Barre--Hazleton, PA",136,151,2249,NA,2249
"42133",42133,"G4201330",488,525,434972,41018,42138,42254,42799,43611,44898,49620,"York-Hanover, PA",48,70,2276,NA,2276
"44001",44001,"G4400010",279,477,49875,35196,36084,36948,37518,39266,41235,39300,"Providence-Warwick, RI-MA",7,22,2280,NA,2280
"44003",44003,"G4400030",279,477,166158,41376,42134,43156,43499,44039,45262,39300,"Providence-Warwick, RI-MA",7,22,2280,NA,2280
"44005",44005,"G4400050",279,477,82888,44797,45217,45628,46048,47847,48273,39300,"Providence-Warwick, RI-MA",3,22,2280,NA,2280
"44007",44007,"G4400070",279,477,626667,46409,47722,48721,49979,51807,53261,39300,"Providence-Warwick, RI-MA",7,22,2280,NA,2280
"44009",44009,"G4400090",279,477,126979,39253,39830,40677,41698,42779,43938,39300,"Providence-Warwick, RI-MA",7,22,2280,NA,2280
"45001",45001,"G4500010",496,640,25417,29761,30352,30788,32615,34180,34152,24940,"Greenwood, SC",284,68,NA,NA,NA
"45003",45003,"G4500030",123,602,160099,45399,46843,46473,45420,46220,47371,12260,"Augusta-Richmond County, GA-SC",105,12,478,NA,478
"45005",45005,"G4500050",497,641,10419,38643,37859,38835,39797,40308,38573,NA,NA,386,12,NA,NA,NA
"45007",45007,"G4500070",496,640,187126,33352,34217,34909,35537,36187,37026,24860,"Greenville-Anderson-Mauldin, SC",50,68,2285,NA,2285
"45009",45009,"G4500090",498,642,15987,27454,28403,29947,30519,33207,31679,NA,NA,386,38,NA,NA,NA
"45011",45011,"G4500110",498,642,22621,29192,30032,30396,29953,30416,31571,NA,NA,386,12,NA,NA,NA
"45013",45013,"G4500130",497,641,162233,32595,33012,33749,34374,35339,36471,25940,"Hilton Head Island-Bluffton-Beaufort, SC",262,149,NA,2288,2288
"45015",45015,"G4500150",499,643,177843,41478,42843,42993,43963,45243,47246,16700,"Charleston-North Charleston, SC",85,30,2291,NA,2291
"45017",45017,"G4500170",498,642,15175,37758,38260,38648,39520,39762,41309,17900,"Columbia, SC",327,38,2321,NA,2321
"45019",45019,"G4500190",499,643,350209,40470,41432,42157,42751,44301,45694,16700,"Charleston-North Charleston, SC",85,30,2291,NA,2291
"45021",45021,"G4500210",431,639,55342,32841,33001,33425,33283,33746,35140,23500,"Gaffney, SC",50,68,NA,2292,2292
"45023",45023,"G4500230",424,633,33140,34632,35761,36372,36853,38311,39998,16740,"Charlotte-Concord-Gastonia, NC-SC",186,31,NA,2293,2293
"45025",45025,"G4500250",500,644,46734,31406,32316,33349,33944,34909,35769,NA,NA,332,31,NA,NA,NA
"45027",45027,"G4500270",501,645,34971,27547,27295,28116,29245,29777,30429,NA,NA,248,38,NA,NA,NA
"45029",45029,"G4500290",499,643,38892,28869,29383,29484,29599,30616,30737,NA,NA,85,30,NA,2296,2296
"45031",45031,"G4500310",500,644,68681,39767,40111,41193,42635,43601,44781,22500,"Florence, SC",238,115,2302,NA,2302
