"","FIPS","GISJOIN2","OUT10","REP10","Pop10","Wage2010","Wage2011","Wage2012","Wage2013","Wage2014","Wage2015","CBSA10","CBSAName","PEA10","BEA2004","TPMetro","TPMicro","TPcombined"
"17187",17187,"G1701870",164,445,17707,29113,29788,31170,30631,31453,33563,NA,NA,282,126,NA,608,608
"17189",17189,"G1701890",158,442,14716,34882,35418,43769,40992,42862,43674,NA,NA,161,160,NA,NA,NA
"17191",17191,"G1701910",157,352,16760,28476,30240,30152,31300,32580,31316,NA,NA,330,28,NA,NA,NA
"17193",17193,"G1701930",157,352,14665,34492,35251,35710,36548,37005,36387,NA,NA,330,54,NA,NA,NA
"17195",17195,"G1701950",151,436,58498,33008,33524,33927,33277,34076,35645,44580,"Sterling, IL",268,43,NA,658,658
"17197",17197,"G1701970",159,351,677560,41205,41977,42492,43081,44668,45565,16980,"Chicago-Naperville-Elgin, IL-IN-WI",3,32,576,NA,576
"17199",17199,"G1701990",162,434,66357,34034,34463,35187,36975,37940,38295,16060,"Carbondale-Marion, IL",161,160,NA,660,660
"17201",17201,"G1702010",151,343,295266,39466,40698,41372,42070,42870,43769,40420,"Rockford, IL",116,32,661,NA,661
"17203",17203,"G1702030",161,444,38664,31598,33240,34305,35486,37383,38364,37900,"Peoria, IL",168,126,632,NA,632
"18001",18001,"G1800010",172,449,34387,31243,31173,31833,32955,33712,34456,19540,"Decatur, IN",83,60,NA,663,663
"18003",18003,"G1800030",172,449,355329,38574,39535,39798,40084,40983,42539,23060,"Fort Wayne, IN",83,60,664,NA,664
"18005",18005,"G1800050",173,450,76794,43671,45480,47672,47501,48789,50597,18020,"Columbus, IN",118,78,665,NA,665
"18007",18007,"G1800070",170,448,8854,31081,31952,32289,32719,34235,35279,29200,"Lafayette-West Lafayette, IN",58,78,741,NA,741
"18009",18009,"G1800090",174,451,12766,29887,30474,30707,31476,31784,34605,NA,NA,83,60,NA,NA,NA
"18011",18011,"G1800110",175,452,56640,35409,37209,36980,36610,37431,39256,26900,"Indianapolis-Carmel-Anderson, IN",31,78,711,NA,711
"18013",18013,"G1800130",175,452,15242,22930,23313,23939,24294,24656,25140,26900,"Indianapolis-Carmel-Anderson, IN",118,78,711,NA,711
"18015",18015,"G1800150",170,448,20155,29895,30830,31301,31739,33133,34178,29200,"Lafayette-West Lafayette, IN",58,78,741,NA,741
"18017",18017,"G1800170",176,453,38966,30965,32879,32237,32433,33579,34457,30900,"Logansport, IN",58,78,NA,671,671
"18019",18019,"G1800190",177,454,110232,34146,34967,35765,35740,36503,37453,31140,"Louisville/Jefferson County, KY-IN",51,98,1014,NA,1014
"18021",18021,"G1800210",178,455,26890,29311,30055,28622,29473,30167,32712,45460,"Terre Haute, IN",58,78,746,NA,746
"18023",18023,"G1800230",170,448,33224,34527,35396,36017,36193,36948,37433,23140,"Frankfort, IN",58,78,NA,674,674
"18025",18025,"G1800250",177,454,10713,25936,26329,25973,25943,27936,29218,NA,NA,162,98,1014,NA,1014
"18027",18027,"G1800270",179,456,31648,29780,30422,31634,32202,32645,33397,47780,"Washington, IN",127,54,NA,676,676
"18029",18029,"G1800290",180,457,50047,34780,35198,36257,35051,34857,37006,17140,"Cincinnati, OH-KY-IN",321,33,2039,NA,2039
"18031",18031,"G1800310",180,457,25740,36289,36120,37980,38376,39703,40879,24700,"Greensburg, IN",118,78,NA,678,678
"18033",18033,"G1800330",172,449,42223,37834,40181,40658,40879,42471,43489,12140,"Auburn, IN",83,60,NA,679,679
"18035",18035,"G1800350",174,451,117671,32800,33312,34366,35258,36421,37416,34620,"Muncie, IN",31,78,680,NA,680
"18037",18037,"G1800370",179,456,41889,34573,35498,36154,37275,39231,40200,27540,"Jasper, IN",127,54,NA,681,681
"18039",18039,"G1800390",181,458,197559,37252,37462,39246,39897,41878,43244,21140,"Elkhart-Goshen, IN",64,156,682,NA,682
"18041",18041,"G1800410",182,459,24277,30198,31724,32787,33023,33435,34240,18220,"Connersville, IN",118,78,NA,683,683
"18043",18043,"G1800430",177,454,74578,35438,35680,36632,36321,37641,39217,31140,"Louisville/Jefferson County, KY-IN",51,98,1014,NA,1014
"18045",18045,"G1800450",170,448,17240,30567,30702,31794,31792,31588,32504,NA,NA,58,78,NA,NA,NA
"18047",18047,"G1800470",180,457,23087,28473,27686,29248,28290,29121,29145,NA,NA,321,33,2039,NA,2039
"18049",18049,"G1800490",183,460,20836,33133,33120,34415,33938,35263,36566,NA,NA,64,156,NA,NA,NA
"18051",18051,"G1800510",171,441,33503,43482,43139,45497,46619,48643,48993,NA,NA,127,54,744,NA,744
"18053",18053,"G1800530",174,451,70061,34779,36345,36500,35894,36006,37238,31980,"Marion, IN",83,60,NA,689,689
"18055",18055,"G1800550",179,456,33165,28426,28495,28571,29050,30675,31191,NA,NA,58,78,715,NA,715
"18057",18057,"G1800570",175,452,274569,44497,45362,46213,47741,48859,50227,26900,"Indianapolis-Carmel-Anderson, IN",31,78,711,NA,711
"18059",18059,"G1800590",175,452,70002,36448,37854,38339,39941,39737,41624,26900,"Indianapolis-Carmel-Anderson, IN",118,78,711,NA,711
"18061",18061,"G1800610",177,454,39364,29580,30023,30848,30855,32393,33352,31140,"Louisville/Jefferson County, KY-IN",162,98,1014,NA,1014
"18063",18063,"G1800630",175,452,145448,32854,33587,34216,33637,34140,34910,26900,"Indianapolis-Carmel-Anderson, IN",31,78,711,NA,711
"18065",18065,"G1800650",175,452,49462,30668,30807,31169,31205,31928,32553,35220,"New Castle, IN",118,78,NA,695,695
"18067",18067,"G1800670",176,453,82752,41584,43571,43788,44351,45355,46812,29020,"Kokomo, IN",58,78,696,NA,696
"18069",18069,"G1800690",172,449,37124,31808,32650,32971,33442,34250,34878,26540,"Huntington, IN",83,60,NA,697,697
"18071",18071,"G1800710",173,450,42376,34980,35805,37305,37697,39694,41551,42980,"Seymour, IN",118,78,NA,698,698
"18073",18073,"G1800730",184,461,33478,32780,33665,35698,37245,36466,38188,16980,"Chicago-Naperville-Elgin, IL-IN-WI",353,32,576,NA,576
"18075",18075,"G1800750",174,451,21253,29854,30744,32250,31827,32989,33615,NA,NA,83,60,NA,NA,NA
"18077",18077,"G1800770",185,454,32428,33466,34180,34797,35608,36795,37671,31500,"Madison, IN",51,98,NA,701,701
"18079",18079,"G1800790",173,450,28525,34015,33934,34132,34590,34791,35727,35860,"North Vernon, IN",118,78,NA,702,702
"18081",18081,"G1800810",175,452,139654,31391,32311,33468,33684,34494,35812,26900,"Indianapolis-Carmel-Anderson, IN",31,78,711,NA,711
"18083",18083,"G1800830",160,443,38440,33762,34906,35362,35529,36563,36548,47180,"Vincennes, IN",127,78,NA,704,704
"18085",18085,"G1800850",183,460,77358,41439,43020,43536,45409,46726,55204,47700,"Warsaw, IN",64,156,NA,705,705
"18087",18087,"G1800870",181,458,37128,31886,32836,35327,36412,37351,38513,NA,NA,64,156,NA,NA,NA
"18089",18089,"G1800890",184,461,496005,41200,43023,45014,44585,44742,45146,16980,"Chicago-Naperville-Elgin, IL-IN-WI",3,32,576,NA,576
"18091",18091,"G1800910",184,461,111467,34252,35162,35762,36481,37133,37629,33140,"Michigan City-La Porte, IN",3,32,708,NA,708
"18093",18093,"G1800930",179,456,46134,32174,32854,33046,32730,33991,35831,13260,"Bedford, IN",58,78,NA,709,709
"18095",18095,"G1800950",175,452,131636,32024,33103,33906,33872,34799,35950,26900,"Indianapolis-Carmel-Anderson, IN",31,78,710,NA,710
"18097",18097,"G1800970",175,452,903393,47698,48994,50063,50621,51170,52647,26900,"Indianapolis-Carmel-Anderson, IN",31,78,711,NA,711
"18099",18099,"G1800990",183,460,47051,32204,33352,33854,34261,34978,35659,38500,"Plymouth, IN",64,156,NA,712,712
"18101",18101,"G1801010",179,456,10334,60311,62096,63398,61764,65333,65790,NA,NA,127,54,NA,NA,NA
"18103",18103,"G1801030",176,453,36903,31772,32732,33286,33478,33950,35398,37940,"Peru, IN",58,78,NA,714,714
"18105",18105,"G1801050",179,456,137974,34564,35631,36623,37341,38345,40592,14020,"Bloomington, IN",58,78,715,NA,715
"18107",18107,"G1801070",170,448,38124,36243,37311,37975,38129,39158,40103,18820,"Crawfordsville, IN",58,78,NA,716,716
"18109",18109,"G1801090",175,452,68894,31412,31977,32149,32689,33902,34879,26900,"Indianapolis-Carmel-Anderson, IN",58,78,711,NA,711
"18111",18111,"G1801110",184,461,14244,31896,31881,32563,32962,33525,35211,16980,"Chicago-Naperville-Elgin, IL-IN-WI",353,32,576,NA,576
"18113",18113,"G1801130",172,449,47536,33389,33179,33959,34696,36163,36567,28340,"Kendallville, IN",83,60,NA,719,719
"18115",18115,"G1801150",180,457,6128,28153,28017,28079,22696,24497,26022,17140,"Cincinnati, OH-KY-IN",321,33,2039,NA,2039
"18117",18117,"G1801170",179,456,19840,29133,30144,30366,29426,30496,31067,NA,NA,58,78,NA,NA,NA
"18119",18119,"G1801190",179,456,21575,33308,33689,34763,35222,36602,39004,14020,"Bloomington, IN",58,78,715,NA,715
"18121",18121,"G1801210",178,455,17339,26142,26822,27765,28067,28481,29529,NA,NA,58,78,746,NA,746
"18123",18123,"G1801230",186,462,19338,35980,35704,36619,36208,37558,38401,NA,NA,127,54,NA,NA,NA
"18125",18125,"G1801250",179,456,12845,44606,46323,45838,48675,50599,48081,27540,"Jasper, IN",127,54,NA,681,681
"18127",18127,"G1801270",184,461,164343,37970,39006,40616,40555,41419,42035,16980,"Chicago-Naperville-Elgin, IL-IN-WI",3,32,576,NA,576
"18129",18129,"G1801290",171,441,25910,47356,48917,49289,50134,51698,54425,21780,"Evansville, IN-KY",127,54,744,NA,744
"18131",18131,"G1801310",183,460,13402,33685,34267,35254,34964,36389,39024,NA,NA,64,156,NA,NA,NA
"18133",18133,"G1801330",178,455,37963,30274,30545,31207,31687,33136,34743,26900,"Indianapolis-Carmel-Anderson, IN",58,78,711,NA,711
"18135",18135,"G1801350",174,451,26171,31421,31934,32655,33158,33960,35361,NA,NA,118,78,NA,NA,NA
"18137",18137,"G1801370",180,457,28818,40024,41109,40394,41774,43016,43324,NA,NA,321,33,2039,NA,2039
"18139",18139,"G1801390",175,452,17392,31549,31815,33871,34453,35821,37295,NA,NA,118,78,711,NA,711
"18141",18141,"G1801410",181,458,266931,38109,38713,39656,39700,40516,41787,43780,"South Bend-Mishawaka, IN-MI",64,156,733,NA,733
"18143",18143,"G1801430",173,450,24181,30211,30239,30505,30803,32244,33088,31140,"Louisville/Jefferson County, KY-IN",51,98,NA,734,734
"18145",18145,"G1801450",175,452,44436,35203,36136,36887,37799,38529,40389,26900,"Indianapolis-Carmel-Anderson, IN",118,78,711,NA,711
"18147",18147,"G1801470",186,462,20952,32607,33170,33725,34082,35250,35495,NA,NA,127,54,NA,NA,NA
"18149",18149,"G1801490",183,460,23363,26632,27128,27442,27766,28478,28671,NA,NA,64,156,NA,NA,NA
"18151",18151,"G1801510",187,463,34185,29288,30009,30549,30822,31515,33060,11420,"Angola, IN",83,60,NA,738,738
"18153",18153,"G1801530",178,455,21475,32089,33128,38085,38455,39132,37897,45460,"Terre Haute, IN",58,78,746,NA,746
"18155",18155,"G1801550",180,457,10613,28178,28973,29000,29468,30196,31783,NA,NA,321,33,2039,NA,2039
"18157",18157,"G1801570",170,448,172780,39890,40947,41265,41387,42606,44407,29200,"Lafayette-West Lafayette, IN",58,78,741,NA,741
"18159",18159,"G1801590",176,453,15936,35065,37328,36489,36897,38248,39514,NA,NA,58,78,696,NA,696
"18161",18161,"G1801610",188,464,7516,27747,27440,27928,28657,29614,31448,17140,"Cincinnati, OH-KY-IN",118,78,2039,NA,2039
"18163",18163,"G1801630",171,441,179703,38670,38914,39119,39866,41218,42701,21780,"Evansville, IN-KY",127,54,744,NA,744
"18165",18165,"G1801650",178,455,16212,45535,44290,44568,44060,44766,44179,45460,"Terre Haute, IN",58,78,746,NA,746
"18167",18167,"G1801670",178,455,107848,34944,35287,36139,36531,36960,37941,45460,"Terre Haute, IN",58,78,746,NA,746
"18169",18169,"G1801690",174,451,32888,30109,30731,31406,32260,33456,33857,47340,"Wabash, IN",83,60,NA,747,747
"18171",18171,"G1801710",170,448,8508,32862,32917,34480,35757,36383,37122,NA,NA,58,78,741,NA,741
"18173",18173,"G1801730",171,441,59689,38338,38567,39489,40360,42518,43746,21780,"Evansville, IN-KY",127,54,744,NA,744
"18175",18175,"G1801750",177,454,28262,29234,30345,30708,31070,31859,32532,31140,"Louisville/Jefferson County, KY-IN",162,98,1014,NA,1014
"18177",18177,"G1801770",182,459,68917,33019,33646,33879,34525,35124,35968,39980,"Richmond, IN",118,78,NA,751,751
"18179",18179,"G1801790",172,449,27636,32513,33595,35060,35375,39548,35590,23060,"Fort Wayne, IN",83,60,664,NA,664
"18181",18181,"G1801810",170,448,24643,30709,31739,32143,32613,34781,35387,NA,NA,58,78,NA,NA,NA
"18183",18183,"G1801830",172,449,33292,34075,35284,35639,36854,37886,38483,23060,"Fort Wayne, IN",83,60,664,NA,664
"19001",19001,"G1900010",189,244,7682,29707,30335,30613,30927,33597,34110,NA,NA,396,46,NA,NA,NA
"19003",19003,"G1900030",190,245,4029,29745,31471,0,0,33948,0,NA,NA,369,46,NA,NA,NA
"19005",19005,"G1900050",191,246,14330,28522,29369,30019,30409,31118,32659,NA,NA,384,101,NA,NA,NA
"19007",19007,"G1900070",192,247,12887,28839,29596,29887,31116,32713,34432,NA,NA,179,46,NA,NA,NA
"19009",19009,"G1900090",193,248,6119,28786,29561,31009,32005,33486,35031,NA,NA,388,120,NA,NA,NA
"19011",19011,"G1900110",194,249,26076,31033,32056,33034,33609,35057,36130,16300,"Cedar Rapids, IA",370,27,811,NA,811
"19013",19013,"G1900130",195,250,131090,39051,40376,41723,42340,43402,44213,47940,"Waterloo-Cedar Falls, IA",294,175,761,NA,761
"19015",19015,"G1900150",196,251,26306,34285,35047,36183,36437,37153,37659,14340,"Boone, IA",176,46,NA,762,762
"19017",19017,"G1900170",195,250,24276,35261,35958,36872,37379,38416,39481,47940,"Waterloo-Cedar Falls, IA",294,175,761,NA,761
"19019",19019,"G1900190",195,250,20958,30189,31384,32441,33145,34517,35594,NA,NA,219,175,NA,NA,NA
"19021",19021,"G1900210",197,252,20260,32157,32927,34161,34311,35399,36386,44740,"Storm Lake, IA",219,46,NA,765,765
"19023",19023,"G1900230",195,250,14867,30578,31856,32994,33412,34164,34138,NA,NA,219,175,761,NA,761
"19025",19025,"G1900250",196,251,9670,27691,29243,29762,31164,31803,33352,NA,NA,176,46,NA,NA,NA
"19027",19027,"G1900270",193,361,20816,31578,32364,33536,34010,34974,36249,NA,NA,176,46,NA,NA,NA
"19029",19029,"G1900290",193,248,13956,30811,31360,31926,32351,33773,34656,NA,NA,388,120,NA,NA,NA
"19031",19031,"G1900310",194,249,18499,30819,31290,32564,33167,34680,36519,NA,NA,268,27,NA,NA,NA
"19033",19033,"G1900330",198,253,44151,34978,35665,36747,37652,39044,40645,32380,"Mason City, IA",219,103,NA,771,771
"19035",19035,"G1900350",197,362,12072,31097,32010,33578,34272,34832,35774,NA,NA,252,46,NA,NA,NA
"19037",19037,"G1900370",198,253,12439,31782,33300,34578,35389,36802,37885,NA,NA,219,103,NA,NA,NA
"19039",19039,"G1900390",189,244,9286,30343,31098,32065,32663,34046,35815,NA,NA,383,46,NA,NA,NA
"19041",19041,"G1900410",199,254,16667,34029,35183,35776,36228,37619,39175,43980,"Spencer, IA",219,46,NA,775,775
"19043",19043,"G1900430",191,360,18129,30733,31924,32798,32714,34147,35954,NA,NA,384,101,NA,NA,NA
"19045",19045,"G1900450",166,255,49116,33534,34367,34918,35722,36728,38150,17540,"Clinton, IA",268,43,NA,777,777
"19047",19047,"G1900470",193,361,17096,33050,34046,34777,35170,36837,38544,NA,NA,176,46,NA,NA,NA
"19049",19049,"G1900490",189,244,66135,44679,47336,48515,48700,49946,51875,19780,"Des Moines-West Des Moines, IA",108,46,831,NA,831
"19051",19051,"G1900510",200,256,8753,28340,29355,30781,31874,33043,34540,36900,"Ottumwa, IA",179,46,NA,NA,NA
"19053",19053,"G1900530",189,244,8457,26052,27016,28340,27621,28601,29672,NA,NA,383,46,NA,NA,NA
"19055",19055,"G1900550",166,356,17764,32784,34800,35732,36678,38555,39452,NA,NA,384,101,NA,NA,NA
"19057",19057,"G1900570",163,354,40325,34728,35678,36095,36844,38170,39128,15460,"Burlington, IA-IL",179,126,NA,783,783
"19059",19059,"G1900590",199,254,16667,29775,30833,32044,33228,34807,36860,44020,"Spirit Lake, IA",219,46,NA,784,784
"19061",19061,"G1900610",166,356,93653,36906,38241,39842,39965,41325,42434,20220,"Dubuque, IA",223,101,785,NA,785
"19063",19063,"G1900630",199,254,10302,30916,32005,33083,33638,34569,35795,NA,NA,219,46,NA,NA,NA
"19065",19065,"G1900650",195,250,20880,28712,29472,30743,31109,32202,33229,NA,NA,219,175,NA,NA,NA
"19067",19067,"G1900670",198,253,16303,32680,34235,35869,35819,36709,39371,NA,NA,219,103,NA,NA,NA
"19069",19069,"G1900690",201,258,10680,34519,35559,36366,37581,38701,39854,NA,NA,219,46,NA,NA,NA
"19071",19071,"G1900710",190,245,7441,34687,38439,37166,35423,37829,36754,NA,NA,369,120,NA,NA,NA
"19073",19073,"G1900730",193,361,9336,32903,34478,35746,36433,37238,37054,NA,NA,176,46,NA,NA,NA
"19075",19075,"G1900750",195,250,12453,35787,36385,37931,38593,39624,40545,47940,"Waterloo-Cedar Falls, IA",176,175,761,NA,761
"19077",19077,"G1900770",189,244,10954,30866,32715,34619,34267,35478,36992,19780,"Des Moines-West Des Moines, IA",396,46,831,NA,831
"19079",19079,"G1900790",196,251,15673,31995,34967,33736,34122,35258,36570,NA,NA,176,46,NA,NA,NA
"19081",19081,"G1900810",198,253,11341,34660,36014,38495,38701,40849,42110,NA,NA,219,103,NA,NA,NA
"19083",19083,"G1900830",201,258,17534,32268,33484,33909,34608,36115,37356,NA,NA,176,46,NA,NA,NA
"19085",19085,"G1900850",202,363,14928,30785,31462,31996,32725,33020,34656,36540,"Omaha-Council Bluffs, NE-IA",388,120,1647,NA,1647
"19087",19087,"G1900870",163,354,20145,34624,34549,35637,36480,38198,38734,NA,NA,179,126,NA,NA,NA
"19089",19089,"G1900890",191,246,9566,30325,31169,31983,32613,33545,34294,NA,NA,265,103,NA,NA,NA
"19091",19091,"G1900910",196,251,9815,31767,33334,34046,35374,35729,38004,NA,NA,176,46,NA,NA,NA
"19093",19093,"G1900930",197,252,7089,34847,35829,37661,37372,39649,41132,NA,NA,252,46,NA,NA,NA
"19095",19095,"G1900950",194,249,16355,33705,32968,35729,36548,36943,37464,NA,NA,370,27,NA,NA,NA
"19097",19097,"G1900970",166,255,19848,28439,28608,28515,29084,30683,31943,NA,NA,223,101,NA,NA,NA
"19099",19099,"G1900990",203,260,36842,33812,32660,33138,33902,35360,36024,35500,"Newton, IA",179,46,NA,804,804
"19101",19101,"G1901010",200,256,16843,32610,33504,34171,35187,36392,36787,21840,"Fairfield, IA",179,126,NA,NA,NA
"19103",19103,"G1901030",194,249,130882,41767,42468,43790,44795,46232,47630,26980,"Iowa City, IA",182,27,806,NA,806
"19105",19105,"G1901050",194,249,20638,30678,32302,33627,34076,34840,35816,16300,"Cedar Rapids, IA",406,27,811,NA,811
"19107",19107,"G1901070",200,256,10511,28641,30183,31312,32020,33784,33263,NA,NA,179,27,NA,NA,NA
"19109",19109,"G1901090",199,254,15543,31824,34078,35875,36970,38816,39867,NA,NA,219,103,NA,NA,NA
"19111",19111,"G1901110",163,257,35862,35552,36465,36946,37783,41756,44761,22800,"Fort Madison-Keokuk, IA-IL-MO",179,126,NA,810,810
"19113",19113,"G1901130",194,249,211226,44151,45689,46445,47436,49211,50953,16300,"Cedar Rapids, IA",182,27,811,NA,811
"19115",19115,"G1901150",194,249,11387,32679,32789,33971,33826,34534,36596,NA,NA,268,27,NA,824,824
"19117",19117,"G1901170",192,247,8898,33105,34586,34417,35678,36968,38123,NA,NA,383,46,NA,NA,NA
"19119",19119,"G1901190",204,261,11581,29164,29940,30287,31594,33002,35063,NA,NA,307,155,NA,NA,NA
"19121",19121,"G1901210",189,244,15679,30463,31080,31440,32501,33663,34315,19780,"Des Moines-West Des Moines, IA",396,46,831,NA,831
"19123",19123,"G1901230",200,256,22381,33227,33696,34684,35123,35623,36488,36820,"Oskaloosa, IA",179,46,NA,816,816
"19125",19125,"G1901250",200,256,33309,36838,38288,39513,40598,42128,43733,NA,NA,179,46,NA,817,817
"19127",19127,"G1901270",203,260,40648,36402,37347,38244,38912,39731,42421,32260,"Marshalltown, IA",176,46,NA,818,818
"19129",19129,"G1901290",202,259,15059,33353,34758,36345,37758,39069,41117,36540,"Omaha-Council Bluffs, NE-IA",369,120,1647,NA,1647
"19131",19131,"G1901310",198,253,10776,33101,34220,34845,35892,38413,36382,NA,NA,219,103,NA,NA,NA
"19133",19133,"G1901330",205,262,9243,28162,29345,30922,30805,31267,32872,NA,NA,252,154,NA,NA,NA
"19135",19135,"G1901350",200,256,7970,39996,40173,40235,40915,43122,44753,NA,NA,179,46,NA,NA,NA
"19137",19137,"G1901370",190,245,10740,31890,32907,33630,34663,35261,35946,NA,NA,369,120,NA,NA,NA
"19139",19139,"G1901390",194,249,42745,41799,42341,43861,44173,46048,46892,34700,"Muscatine, IA",268,27,NA,824,824
"19141",19141,"G1901410",204,261,14398,28921,30024,30288,30584,33739,36798,NA,NA,252,154,NA,NA,NA
"19143",19143,"G1901430",204,261,6462,29797,31601,32845,33852,35706,37862,NA,NA,97,154,NA,NA,NA
"19145",19145,"G1901450",190,245,15932,31236,32400,33019,34558,35728,36665,NA,NA,369,120,NA,NA,NA
"19147",19147,"G1901470",199,254,9421,28868,29820,30684,30771,32756,34397,NA,NA,219,46,NA,NA,NA
"19149",19149,"G1901490",205,362,24986,36701,37619,38815,39719,40432,43078,43580,"Sioux City, IA-NE-SD",252,154,851,NA,851
"19151",19151,"G1901510",196,251,7310,30157,34399,32886,33709,37656,38444,NA,NA,219,46,NA,NA,NA
"19153",19153,"G1901530",189,244,430640,46390,47604,48918,49777,51339,53214,19780,"Des Moines-West Des Moines, IA",108,46,831,NA,831
"19155",19155,"G1901550",202,363,93158,33036,33610,34856,36517,37609,38681,36540,"Omaha-Council Bluffs, NE-IA",80,120,1647,NA,1647
"19157",19157,"G1901570",203,260,18914,36765,37910,37966,37995,39861,41328,NA,NA,179,46,NA,NA,NA
"19159",19159,"G1901590",190,359,5131,28722,29087,31395,0,32901,35087,NA,NA,383,46,NA,NA,NA
"19161",19161,"G1901610",197,252,10350,29982,31150,32503,33147,33605,34617,NA,NA,176,46,NA,NA,NA
"19163",19163,"G1901630",164,355,165224,37627,38809,40228,40456,41189,42607,19340,"Davenport-Moline-Rock Island, IA-IL",163,43,836,NA,836
"19165",19165,"G1901650",193,363,12167,30565,31281,31653,33915,35320,36149,NA,NA,388,120,NA,NA,NA
"19167",19167,"G1901670",204,261,33704,31335,32575,33959,35061,36622,38564,NA,NA,252,154,NA,NA,NA
"19169",19169,"G1901690",196,251,89542,39777,40416,42045,42617,44745,46175,11180,"Ames, IA",176,46,839,NA,839
"19171",19171,"G1901710",203,260,17767,30336,31003,31867,32389,33096,34148,NA,NA,176,46,NA,NA,NA
"19173",19173,"G1901730",190,245,6317,29156,29928,29770,30565,31568,34206,NA,NA,369,120,NA,NA,NA
"19175",19175,"G1901750",190,359,12534,30994,31326,32575,33443,34900,36120,NA,NA,383,46,NA,NA,NA
"19177",19177,"G1901770",200,256,7570,30129,33306,34146,31179,32105,29790,NA,NA,179,126,NA,NA,NA
"19179",19179,"G1901790",200,256,35625,33715,34454,36114,37026,37784,38461,36900,"Ottumwa, IA",179,46,NA,844,844
"19181",19181,"G1901810",189,244,46225,31501,32651,32993,34150,35258,36035,19780,"Des Moines-West Des Moines, IA",108,46,831,NA,831
"19183",19183,"G1901830",194,249,21704,28833,29905,30627,31034,32276,32801,26980,"Iowa City, IA",370,27,806,NA,806
"19185",19185,"G1901850",192,247,6403,29232,30546,31436,32496,34200,35228,NA,NA,383,46,NA,NA,NA
"19187",19187,"G1901870",196,251,38013,35873,36662,38325,39827,40320,42069,22700,"Fort Dodge, IA",176,46,NA,848,848
"19189",19189,"G1901890",198,253,10866,30298,31110,31767,31931,33050,34159,NA,NA,219,103,NA,NA,NA
"19191",19191,"G1901910",191,246,21056,32008,32923,33737,34387,35656,36890,NA,NA,265,103,NA,NA,NA
"19193",19193,"G1901930",205,262,102172,34793,34218,35008,35965,37583,41343,43580,"Sioux City, IA-NE-SD",252,154,851,NA,851
"19195",19195,"G1901950",198,253,7598,28772,30251,30043,30031,31291,32890,32380,"Mason City, IA",219,103,NA,771,771
"19197",19197,"G1901970",196,251,13229,33400,35393,36660,37787,39175,41110,NA,NA,176,46,NA,NA,NA
"20001",20001,"G2000010",206,143,13371,29169,29435,30367,30810,30856,31917,NA,NA,278,83,NA,NA,NA
"20003",20003,"G2000030",207,144,8102,25818,26931,27187,28508,30059,30762,NA,NA,178,84,NA,NA,NA
"20005",20005,"G2000050",208,264,16924,32344,33127,33683,32710,35008,35505,11860,"Atchison, KS",193,84,NA,856,856
"20007",20007,"G2000070",209,146,4861,25941,28852,29777,31445,31617,31677,NA,NA,251,179,NA,NA,NA
"20009",20009,"G2000090",210,147,27674,32872,34674,36357,35587,37673,35577,24460,"Great Bend, KS",251,179,NA,858,858
"20011",20011,"G2000110",211,148,15173,27061,28862,30178,31076,32062,32575,NA,NA,178,83,NA,NA,NA
"20013",20013,"G2000130",208,145,9984,29569,30733,31040,32668,34106,34847,NA,NA,232,167,NA,NA,NA
"20015",20015,"G2000150",212,149,65880,32443,32791,32649,33787,34303,35809,48620,"Wichita, KS",101,179,940,NA,940
"20017",20017,"G2000170",213,150,2790,24071,24398,24864,25083,26496,28084,NA,NA,244,167,NA,909,909
"20019",20019,"G2000190",214,151,3669,23243,23677,25263,25809,27111,27458,NA,NA,278,179,NA,NA,NA
"20021",20021,"G2000210",211,265,21603,32854,33083,32640,33281,34911,36119,NA,NA,216,83,1497,NA,1497
"20023",20023,"G2000230",215,152,2726,26455,27860,28113,29435,29349,29557,NA,NA,372,141,NA,NA,NA
"20025",20025,"G2000250",216,153,2215,27193,28246,29274,29944,32990,32942,NA,NA,280,179,NA,NA,NA
"20027",20027,"G2000270",217,154,8535,25685,27423,28317,28370,29416,30360,NA,NA,244,167,NA,NA,NA
"20029",20029,"G2000290",218,155,9533,25378,26054,26445,27106,27523,28490,NA,NA,368,141,NA,NA,NA
"20031",20031,"G2000310",213,150,8601,42959,52053,51170,58713,57292,57516,NA,NA,232,167,NA,NA,NA
"20033",20033,"G2000330",219,156,1891,22411,23402,23550,24954,25031,25722,NA,NA,251,179,NA,NA,NA
"20035",20035,"G2000350",214,151,36311,32312,32199,32423,33032,34304,35745,11680,"Arkansas City-Winfield, KS",277,179,NA,871,871
"20037",20037,"G2000370",211,148,39134,28778,30055,31592,31174,31605,32632,38260,"Pittsburg, KS",216,83,NA,872,872
"20039",20039,"G2000390",220,266,2961,22961,22848,23473,23954,25553,26696,NA,NA,368,141,NA,NA,NA
"20041",20041,"G2000410",217,154,19754,27967,28890,29476,30082,30502,31269,NA,NA,244,167,NA,NA,NA
"20043",20043,"G2000430",221,267,7945,32484,31978,31519,32166,32460,33729,41140,"St. Joseph, MO-KS",193,84,1459,NA,1459
"20045",20045,"G2000450",222,157,110826,33062,33662,34534,35026,35606,36573,29940,"Lawrence, KS",193,84,876,NA,876
"20047",20047,"G2000470",210,147,3037,30056,30821,31898,32648,33686,39253,NA,NA,251,179,NA,NA,NA
"20049",20049,"G2000490",214,151,2882,21508,21761,21512,22180,23302,24739,NA,NA,277,179,NA,NA,NA
